state/ut,PC,candidate_name,party,evm_votes,postal_votes,migrant_votes,total_votes,percent_votes,rank
Madhya Pradesh,GUNA,AMIT KHARE,Ambedkarite Party of India,4479,1,,4480,0.38,6
Madhya Pradesh,GUNA,O. P. BHEYA,Independent,3552,1,,3553,0.3,7
Madhya Pradesh,GUNA,BHOOPENDRA SINGH CHAUHAN (BABLU RAJA),Independent,2471,0,,2471,0.21,8
Madhya Pradesh,GUNA,CHANDR KUMAR SHRIVASTAVA (CHANDU),Independent,1945,0,,1945,0.17,9
Madhya Pradesh,GUNA,BHAN SINGH,Independent,1720,3,,1723,0.15,10
Madhya Pradesh,GUNA,MANISH SHRIVASTAV,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1652,15,,1667,0.14,11
Madhya Pradesh,GUNA,REKHA BAI,Aajad Bharat Party (Democratic),1517,2,,1519,0.13,12
Madhya Pradesh,GUNA,AJAY SINGH KUSHWAH,Independent,1422,1,,1423,0.12,13
Madhya Pradesh,GUNA,SANTOSH YADAV,Pragatishil Samajwadi Party (Lohia),1038,4,,1042,0.09,14
Madhya Pradesh,GWALIOR,VIVEK NARAYAN SHEJWALKAR,Bharatiya Janata Party,624801,2449,,627250,52.44,1
Madhya Pradesh,GWALIOR,ASHOK SINGH,Indian National Congress,479482,926,,480408,40.16,2
Madhya Pradesh,GWALIOR,MAMTA BALVEER SINGH KUSHWAH,Bahujan Samaj Party,44540,137,,44677,3.74,3
Madhya Pradesh,GWALIOR,GOVIND SINGH,Independent,6316,4,,6320,0.53,4
Madhya Pradesh,GWALIOR,GEETA RANI KUSHWAH,Peoples Party of India (Democratic),5555,11,,5566,0.47,5
Madhya Pradesh,GWALIOR,NOTA,None of the Above,5328,15,,5343,0.45,6
Madhya Pradesh,GWALIOR,DEEPAK KUMAR BANSAL (RANGWALE),Independent,4984,0,,4984,0.42,7
Madhya Pradesh,GWALIOR,ASHOK KHAN,Independent,3981,0,,3981,0.33,8
Madhya Pradesh,GWALIOR,KESHAV RAY CHAUDHARY,Independent,2736,1,,2737,0.23,9
Madhya Pradesh,GWALIOR,NARAYAN NAMDEV,Ambedkarite Party of India,2279,0,,2279,0.19,10
Madhya Pradesh,GWALIOR,PRAN SINGH PAL,Rashtriya Shoshit Samaj Party,2222,4,,2226,0.19,11
Madhya Pradesh,GWALIOR,HANUMANT SINGH,Aajad Bharat Party (Democratic),1950,3,,1953,0.16,12
Madhya Pradesh,GWALIOR,COMRADE SUNIL GOPAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1394,0,,1394,0.12,13
Madhya Pradesh,GWALIOR,SOBRAN SINGH,Independent,1296,1,,1297,0.11,14
Madhya Pradesh,GWALIOR,SUGREEV SINGH KUSHWAH,Jan Adhikar Party,1247,4,,1251,0.1,15
Madhya Pradesh,GWALIOR,NANDKISHOR SHAU,Parivartan Samaj Party,1203,1,,1204,0.1,16
Madhya Pradesh,GWALIOR,VISHNU KANT SHARMA,Rashtriya Rashtrawadi Party,1110,3,,1113,0.09,17
Madhya Pradesh,GWALIOR,JITENDRA JAIN AND AKASH,Bharat Prabhat Party,1099,6,,1105,0.09,18
Madhya Pradesh,GWALIOR,BRIJ MOHAN,Pragatishil Samajwadi Party (Lohia),1003,5,,1008,0.08,19
Madhya Pradesh,HOSHANGABAD,UDAY PRATAP SINGH,Bharatiya Janata Party,876911,1016,,877927,69.35,1
Madhya Pradesh,HOSHANGABAD,SHAILENDRA DIWAN CHANDARBHAN SINGH,Indian National Congress,324139,106,,324245,25.61,2
Madhya Pradesh,HOSHANGABAD,NOTA,None of the Above,18410,3,,18413,1.45,3
Madhya Pradesh,HOSHANGABAD,M.P. CHOUDHARY,Bahujan Samaj Party,15336,28,,15364,1.21,4
Madhya Pradesh,HOSHANGABAD,DINESH KATARE,Ambedkarite Party of India,7829,4,,7833,0.62,5
Madhya Pradesh,HOSHANGABAD,MADAN MOHAN,Independent,5436,1,,5437,0.43,6
Madhya Pradesh,HOSHANGABAD,SHALIGRAM MAKODIYA,Independent,4836,1,,4837,0.38,7
Madhya Pradesh,HOSHANGABAD,RAJESH KUMAR UIKEY,Gondvana Gantantra Party,3412,25,,3437,0.27,8
Madhya Pradesh,HOSHANGABAD,DIWAN SHAILENDRA,Independent,3424,2,,3426,0.27,9
Madhya Pradesh,HOSHANGABAD,DEVENDRA SHARMA,Sapaks Party,1874,0,,1874,0.15,10
Madhya Pradesh,HOSHANGABAD,ARYA RAVI PARIHAR,Independent,1803,2,,1805,0.14,11
Madhya Pradesh,HOSHANGABAD,BHAVANI SHANKAR SAINI (MONU SAINI),Pragatishil Samajwadi Party (Lohia),1269,2,,1271,0.1,12
Madhya Pradesh,INDORE,SHANKAR LALWANI,Bharatiya Janata Party,1066824,1745,,1068569,65.59,1
Madhya Pradesh,INDORE,PANKAJ SANGHVI,Indian National Congress,520268,547,,520815,31.97,2
Madhya Pradesh,INDORE,ER. DEEPCHAND AHIRWAL,Bahujan Samaj Party,8622,44,,8666,0.53,3
Madhya Pradesh,INDORE,NOTA,None of the Above,5021,24,,5045,0.31,4
Madhya Pradesh,INDORE,IFTIKHAR AHMED KHAN,Minorities Democratic Party,4453,2,,4455,0.27,5
Madhya Pradesh,INDORE,SHAILENDRA SHARMA,Independent,3364,0,,3364,0.21,6
Madhya Pradesh,INDORE,RAMESH PATIL,Independent,3184,0,,3184,0.2,7
Madhya Pradesh,INDORE,SHRI SURENDRA,Independent,2596,0,,2596,0.16,8
Madhya Pradesh,INDORE,RANJEET GOHAR,Independent,2405,0,,2405,0.15,9
Madhya Pradesh,INDORE,HAJI MUSTAK ANSARI,Independent,2019,0,,2019,0.12,10
Madhya Pradesh,INDORE,RAJKARAN YADAV (TEEMAI),Independent,1374,0,,1374,0.08,11
Madhya Pradesh,INDORE,PARMANAND TOLANI,Independent,1233,0,,1233,0.08,12
Madhya Pradesh,INDORE,MAHENDRA TIKLIYA,Independent,838,0,,838,0.05,13
Madhya Pradesh,INDORE,KAMLESH VAISHNAV,Hindusthan Nirman Dal,698,1,,699,0.04,14
Madhya Pradesh,INDORE,AJMERA S PRAVEEN KUMAR,Independent,693,0,,693,0.04,15
Madhya Pradesh,INDORE,DR. SANDEEP VASANTRAO KADWE,Independent,629,2,,631,0.04,16
Madhya Pradesh,INDORE,DHEERAJ DUBEY PATRAKAR,Sapaks Party,612,2,,614,0.04,17
Madhya Pradesh,INDORE,RAJENDRA AGARWAL 'RAJU',Socialist Party (India),527,1,,528,0.03,18
Madhya Pradesh,INDORE,PRAKASH VERMA,Independent,495,3,,498,0.03,19
Madhya Pradesh,INDORE,BHAVANA KISHORE SANGELIYA,Janata Congress,459,0,,459,0.03,20
Madhya Pradesh,INDORE,SRI IMRAN BAKSH,Independent,422,1,,423,0.03,21
Madhya Pradesh,JABALPUR,RAKESH SINGH,Bharatiya Janata Party,825674,780,,826454,65.41,1
Madhya Pradesh,JABALPUR,Pt. VIVEK KRISHNA TANKHA,Indian National Congress,371562,148,,371710,29.42,2
Madhya Pradesh,JABALPUR,AD. RAMRAJ RAM,Bahujan Samaj Party,12856,17,,12873,1.02,3
Madhya Pradesh,JABALPUR,RAKESH SINGH S/O NATHURAM,Independent,9486,1,,9487,0.75,4
Madhya Pradesh,JABALPUR,RAKESH SINGH S/O BALJOR SINGH,Independent,7392,0,,7392,0.59,5
Madhya Pradesh,JABALPUR,DR. DHAI AKSHAR,Independent,4315,0,,4315,0.34,6
Madhya Pradesh,JABALPUR,KULDEEP AHIRWAR,Republican Party of India (A),4115,1,,4116,0.33,7
Madhya Pradesh,JABALPUR,NOTA,None of the Above,4098,4,,4102,0.32,8
Madhya Pradesh,JABALPUR,MAHU SINGH PARASTE,Gondvana Gantantra Party,3443,3,,3446,0.27,9
Madhya Pradesh,JABALPUR,ENGR. RUPRAM SINGH,Independent,2702,0,,2702,0.21,10
Madhya Pradesh,JABALPUR,DHANUK,Independent,2665,0,,2665,0.21,11
Madhya Pradesh,JABALPUR,GULAB SINGH (VIVEK),Independent,2241,0,,2241,0.18,12
Madhya Pradesh,JABALPUR,SHAHNAJ BEE ANSARI,Smart Indians Party,1911,1,,1912,0.15,13
Madhya Pradesh,JABALPUR,SHUKHDEV DAHIYA,Bhartiya Jan Sampark Party,1389,3,,1392,0.11,14
Madhya Pradesh,JABALPUR,BHUSHAN PRASAD SHUKLA,Bhartiya Shakti Chetna Party,1355,0,,1355,0.11,15
Madhya Pradesh,JABALPUR,RAM DAYAL PRAJAPAT,Independent,1176,0,,1176,0.09,16
Madhya Pradesh,JABALPUR,ASHOK SINGH LODHI,Independent,1169,0,,1169,0.09,17
Madhya Pradesh,JABALPUR,"VINAY KUMAR JAIN ""VINNU BHAIYYA""",Independent,1068,0,,1068,0.08,18
Madhya Pradesh,JABALPUR,AMJAD KHAN,Independent,991,1,,992,0.08,19
Madhya Pradesh,JABALPUR,LAXMINARAYAN JAGANNATH SINGH LODHI,Independent,828,0,,828,0.07,20
Madhya Pradesh,JABALPUR,SHRI LAL MARKAM (BADE SHRI),Independent,803,0,,803,0.06,21
Madhya Pradesh,JABALPUR,CHANDRA PRAKASH BHATNAGAR,AARAKSHAN VIRODHI PARTY,779,1,,780,0.06,22
Madhya Pradesh,JABALPUR,DEVENDRA KUMAR YADAV,Pragatishil Samajwadi Party (Lohia),593,2,,595,0.05,23
Madhya Pradesh,KHAJURAHO,V.D. SHARMA (VISHNU DATT SHARMA),Bharatiya Janata Party,810410,725,,811135,64.49,1
Madhya Pradesh,KHAJURAHO,MAHARANI KAVITA SINGH NATIRAJA,Indian National Congress,318526,227,,318753,25.34,2
Madhya Pradesh,KHAJURAHO,VEER SINGH PATEL,Samajwadi Party,40029,48,,40077,3.19,3
Madhya Pradesh,KHAJURAHO,MEENA/LALIT RAIKWAR,Independent,12450,0,,12450,0.99,4
Madhya Pradesh,KHAJURAHO,RAJKUMAR,Independent,11691,0,,11691,0.93,5
Madhya Pradesh,KHAJURAHO,ASHWANI KUMAR DUBEY,Sarvodaya Bharat Party,10552,2,,10554,0.84,6
Madhya Pradesh,KHAJURAHO,NOTA,None of the Above,10301,5,,10306,0.82,7
Madhya Pradesh,KHAJURAHO,BHOOPAT KUMAR ADIWASI,Independent,6999,0,,6999,0.56,8
Madhya Pradesh,KHAJURAHO,VINOD KUMAR,Independent,5941,0,,5941,0.47,9
Madhya Pradesh,KHAJURAHO,DESH PAL PATEL,Ambedkarite Party of India,5881,3,,5884,0.47,10
Madhya Pradesh,KHAJURAHO,JAGDESH KUMAR PATEL,Akhil Bhartiya Apna Dal,4222,1,,4223,0.34,11
Madhya Pradesh,KHAJURAHO,PARWAT SINGH,Independent,3970,0,,3970,0.32,12
Madhya Pradesh,KHAJURAHO,ABDUL IMRAN,Independent,3304,1,,3305,0.26,13
Madhya Pradesh,KHAJURAHO,GIRIRAJ KISHOR (RAJU) PODDAR,Independent,2953,0,,2953,0.23,14
Madhya Pradesh,KHAJURAHO,NARENDRA PANDEY (RAM JI),Independent,2942,0,,2942,0.23,15
Madhya Pradesh,KHAJURAHO,SANT KUMAR SHARMA,Samagra Utthan Party,2481,0,,2481,0.2,16
Madhya Pradesh,KHAJURAHO,ADVOCATE RAKESH KUMAR SHUKLA,All India Forward Bloc,2154,0,,2154,0.17,17
Madhya Pradesh,KHAJURAHO,MANISH MISHRA,Rashtriya Aadarsh Member Party,1964,1,,1965,0.16,18
Madhya Pradesh,KHANDWA,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),Bharatiya Janata Party,837969,940,,838909,57.14,1
Madhya Pradesh,KHANDWA,ARUN SUBHASH CHANDRA YADAV,Indian National Congress,564761,805,,565566,38.52,2
Madhya Pradesh,KHANDWA,NOTA,None of the Above,15993,12,,16005,1.09,3
Madhya Pradesh,KHANDWA,DAYARAM KORKU (THAKUR DADA),Bahujan Samaj Party,14852,36,,14888,1.01,4
Madhya Pradesh,KHANDWA,AAKASH BIRLA,Madhya Pradesh Jan Vikas Party,7756,3,,7759,0.53,5
Madhya Pradesh,KHANDWA,BABA ABDUL HAMEED,Independent,7221,0,,7221,0.49,6
Madhya Pradesh,KHANDWA,BHAGWANSINGH PYARSINGH,Independent,4596,0,,4596,0.31,7
Madhya Pradesh,KHANDWA,RUKUM SHAH,All India Ulama Congress,4024,0,,4024,0.27,8
Madhya Pradesh,KHANDWA,REENA DAMLE,Peoples Party of India (Democratic),3293,0,,3293,0.22,9
Madhya Pradesh,KHANDWA,NARAYAN CHANDEL,Independent,2886,0,,2886,0.2,10
Madhya Pradesh,KHANDWA,KISHOR YADAV,Hindusthan Nirman Dal,1721,0,,1721,0.12,11
Madhya Pradesh,KHANDWA,DARASINGH PATEL KHATVASHE,Akhil Bhartiya Gondwana Party,1269,1,,1270,0.09,12
Madhya Pradesh,KHARGONE,GAJENDRA UMRAO SINGH PATEL,Bharatiya Janata Party,772221,1329,,773550,54.19,1
Madhya Pradesh,KHARGONE,DR. GOVIND SUBHAN MUJALDA,Indian National Congress,570106,934,,571040,40,2
Madhya Pradesh,KHARGONE,COMRADE JYOTI SUKHLAL GORE,Communist Party of India,20669,4,,20673,1.45,3
Madhya Pradesh,KHARGONE,AMIT KUMAR BALKE,Bahujan Samaj Party,18554,19,,18573,1.3,4
Madhya Pradesh,KHARGONE,NOTA,None of the Above,18408,15,,18423,1.29,5
Madhya Pradesh,KHARGONE,SHANTILAL S/O AASHARAM SAHITE,Independent,10262,3,,10265,0.72,6
Madhya Pradesh,KHARGONE,SEVANTI DINESH BHABAR,Independent,9749,4,,9753,0.68,7
Madhya Pradesh,KHARGONE,JANI KARAN,Independent,5329,1,,5330,0.37,8
Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,Bharatiya Janata Party,735365,1901,,737266,48.59,1
Madhya Pradesh,MANDLA,KAMAL SINGH MARAVI,Indian National Congress,638372,1220,,639592,42.15,2
Madhya Pradesh,MANDLA,DADA RAMGULAM UIKEY,Gondvana Gantantra Party,48782,143,,48925,3.22,3
Madhya Pradesh,MANDLA,NOTA,None of the Above,32221,19,,32240,2.12,4
Madhya Pradesh,MANDLA,CHANDRA SINGH KUSHRAM,Bhartiya Shakti Chetna Party,15707,2,,15709,1.04,5
Madhya Pradesh,MANDLA,BHARAT SINGH POOSAM,Independent,15626,0,,15626,1.03,6
Madhya Pradesh,MANDLA,ADVOCATE-DEVSINGH KUMRE,Independent,7757,2,,7759,0.51,7
Madhya Pradesh,MANDLA,MANITA MARKAM,Smart Indians Party,5225,3,,5228,0.34,8
Madhya Pradesh,MANDLA,AJEET DHURWEY,Independent,5205,3,,5208,0.34,9
Madhya Pradesh,MANDLA,R. S. PARASTE (RAMSINGH),Sapaks Party,5053,2,,5055,0.33,10
Madhya Pradesh,MANDLA,SANJEEV KUMAR PANDRAM,Hindusthan Nirman Dal,4646,1,,4647,0.31,11
Madhya Pradesh,MANDSOUR,Sudheer Gupta,Bharatiya Janata Party,845944,1842,,847786,61.85,1
Madhya Pradesh,MANDSOUR,Meenakshi Natarajan,Indian National Congress,470528,524,,471052,34.37,2
Madhya Pradesh,MANDSOUR,Prabhulal Meghwal,Bahujan Samaj Party,9664,39,,9703,0.71,3
Madhya Pradesh,MANDSOUR,NOTA,None of the Above,9416,15,,9431,0.69,4
Madhya Pradesh,MANDSOUR,Ismail Mev,Bahujan Maha Party,7760,0,,7760,0.57,5
Madhya Pradesh,MANDSOUR,Vijay Rann,Independent,6632,1,,6633,0.48,6
Madhya Pradesh,MANDSOUR,Saeed Ahmed Shabrarti Ahmed,Independent,4896,0,,4896,0.36,7
Madhya Pradesh,MANDSOUR,Nandlal Meena,Independent,3125,2,,3127,0.23,8
Madhya Pradesh,MANDSOUR,Ranglal Dhanger,Independent,2682,3,,2685,0.2,9
Madhya Pradesh,MANDSOUR,Meenakshi Chouhan,National Women's Party,1747,1,,1748,0.13,10
Madhya Pradesh,MANDSOUR,Prahlad Singh S. Rajput,Independent,1612,1,,1613,0.12,11
Madhya Pradesh,MANDSOUR,Fulchand Patidar,Independent,1490,1,,1491,0.11,12
Madhya Pradesh,MANDSOUR,Shivlal Gurjar,Shivsena,1432,1,,1433,0.1,13
Madhya Pradesh,MANDSOUR,Advocate Bapu Singh Gujar,Hindusthan Nirman Dal,1308,1,,1309,0.1,14
Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,Bharatiya Janata Party,537856,3833,,541689,47.63,1
Madhya Pradesh,MORENA,RAMNIWAS RAWAT,Indian National Congress,427890,458,,428348,37.66,2
Madhya Pradesh,MORENA,KARTAR SINGH BHADANA,Bahujan Samaj Party,129228,152,,129380,11.38,3
Madhya Pradesh,MORENA,TOFEEK KHAN,Independent,4778,2,,4780,0.42,4
Madhya Pradesh,MORENA,ASHOK RAJORIYA,Vishva SHakti Party,4285,9,,4294,0.38,5
Madhya Pradesh,MORENA,MUNNA,Independent,2696,0,,2696,0.24,6
Madhya Pradesh,MORENA,SANJU SHARMA,Shivsena,2490,19,,2509,0.22,7
Madhya Pradesh,MORENA,PRABHU SINGH,Independent,2332,0,,2332,0.21,8
Madhya Pradesh,MORENA,DHEERAJ SINGH MAVAI,Independent,2136,1,,2137,0.19,9
Madhya Pradesh,MORENA,NOTA,None of the Above,2082,16,,2098,0.18,10
Madhya Pradesh,MORENA,TEJPAL SINGH RAWAT,Independent,1935,1,,1936,0.17,11
Madhya Pradesh,MORENA,BAJUDDEEN BAJ,Independent,1921,0,,1921,0.17,12
Madhya Pradesh,MORENA,VIVEK,Hindusthan Nirman Dal,1456,4,,1460,0.13,13
Madhya Pradesh,MORENA,RAMLAKHAN MEENA,Rashtriya Krantikari Samajwadi Party,1430,1,,1431,0.13,14
Madhya Pradesh,MORENA,PATIRAM SHAKYA,Republican Party of India (A),1116,5,,1121,0.1,15
Madhya Pradesh,MORENA,PAWAN KUMAR GOYAL,Swatantra Jantaraj Party,967,1,,968,0.09,16
Madhya Pradesh,MORENA,DHARA SINGH,Pragatishil Samajwadi Party (Lohia),948,4,,952,0.08,17
Madhya Pradesh,MORENA,SUMIT MISRA,Independent,944,1,,945,0.08,18
Madhya Pradesh,MORENA,RAJESH SINGH BHADORIA [BHURE],Akhand Rashtrawadi Party,930,3,,933,0.08,19
Madhya Pradesh,MORENA,DR. RANDHIR SINGH RUHAL,Rashtra Nirman Party,929,1,,930,0.08,20
Madhya Pradesh,MORENA,RAJVEER,Independent,894,0,,894,0.08,21
Madhya Pradesh,MORENA,NARENDRA SINGH,Republican Party of India (Reformist),824,1,,825,0.07,22
Madhya Pradesh,MORENA,BHANTE SANGH RATAN,Bharat Prabhat Party,799,1,,800,0.07,23
Madhya Pradesh,MORENA,MEHABUB KHAN,Independent,660,1,,661,0.06,24
Madhya Pradesh,MORENA,LAXMI BAGHEL,Independent,645,6,,651,0.06,25
Madhya Pradesh,MORENA,SONU AGARWAL,Independent,597,2,,599,0.05,26
Madhya Pradesh,RAJGARH,RODMAL NAGAR,Bharatiya Janata Party,822225,1599,,823824,65.37,1
Madhya Pradesh,RAJGARH,MONA SUSTANI,Indian National Congress,392160,645,,392805,31.17,2
Madhya Pradesh,RAJGARH,NOTA,None of the Above,10365,10,,10375,0.82,3
Madhya Pradesh,RAJGARH,TH. JAGDISH SINGH PARMAR,Samata Samadhan Party,9393,3,,9396,0.75,4
Madhya Pradesh,RAJGARH,SANTOSH RAV,Independent,4768,2,,4770,0.38,5
Madhya Pradesh,RAJGARH,PANDIT DIVYENDRA DUBEY ADVOCATE,Independent,4153,2,,4155,0.33,6
Madhya Pradesh,RAJGARH,PARVAT SINGH,Ambedkarite Party of India,4080,6,,4086,0.32,7
Madhya Pradesh,RAJGARH,IMAMDDIN KHAN,Independent,3706,1,,3707,0.29,8
Madhya Pradesh,RAJGARH,MOHSIN BHANEJ,Independent,2577,0,,2577,0.2,9
Madhya Pradesh,RAJGARH,MUKESH DANGI,Shivsena,1978,0,,1978,0.16,10
Madhya Pradesh,RAJGARH,"SANJAY GUPTA ""MAHAJAN""",Sapaks Party,1407,1,,1408,0.11,11
Madhya Pradesh,RAJGARH,SUSHEEL PRASAD,Bhartiya Amrit Party,1248,0,,1248,0.1,12
Madhya Pradesh,RATLAM,GUMAN SINGH DAMOR,Bharatiya Janata Party,694243,1860,,696103,49.7,1
Madhya Pradesh,RATLAM,KANTILAL BHURIA,Indian National Congress,604409,1058,,605467,43.23,2
Madhya Pradesh,RATLAM,NOTA,None of the Above,35410,21,,35431,2.53,3
Madhya Pradesh,RATLAM,KAMLESHWAR BHIL,Bhartiya Tribal Party,14704,80,,14784,1.06,4
Madhya Pradesh,RATLAM,MADHU SINGH PATEL(CHOUHAN),Bahujan Samaj Party,13730,23,,13753,0.98,5
Madhya Pradesh,RATLAM,RANGLA-KALESH,Independent,12837,2,,12839,0.92,6
Madhya Pradesh,RATLAM,108 NILESH DAMOR,Independent,6378,0,,6378,0.46,7
Madhya Pradesh,RATLAM,SURAJSINGH KALIYA,Janata Dal  (United),6315,5,,6320,0.45,8
Madhya Pradesh,RATLAM,SURAJ BHABHAR,All India Hindustan Congress Party,5583,1,,5584,0.4,9
Madhya Pradesh,RATLAM,ADVOCATE-KATARA RUKHAMAN SINGH,Bahujan Mukti Party,3846,4,,3850,0.27,10
Madhya Pradesh,REWA,JANARDAN MISHRA,Bharatiya Janata Party,580769,2976,,583745,57.61,1
Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",Indian National Congress,270519,419,,270938,26.74,2
Madhya Pradesh,REWA,VIKASH SINGH PATEL,Bahujan Samaj Party,91012,114,,91126,8.99,3
Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,Communist Party of India  (Marxist),10401,52,,10453,1.03,4
Madhya Pradesh,REWA,SIYASHARAN KEVAT,Rashtriya Apna Dal,5694,2,,5696,0.56,5
Madhya Pradesh,REWA,SUNIT PANDEY 'SUMIT',AARAKSHAN VIRODHI PARTY,5553,2,,5555,0.55,6
Madhya Pradesh,REWA,RAM GOPAL SINGH PATEL,Peoples Party of India (Democratic),4976,6,,4982,0.49,7
Madhya Pradesh,REWA,AKHILESH SAKET,Independent,4797,1,,4798,0.47,8
Madhya Pradesh,REWA,SHIV KUMAR MISHRA,Samagra Utthan Party,3859,1,,3860,0.38,9
Madhya Pradesh,REWA,DR. ARUN KUMAR SATNAMI,Bahujan Mukti Party,3754,2,,3756,0.37,10
Madhya Pradesh,REWA,SHAKUNTALA MISHRA,Sapaks Party,3715,4,,3719,0.37,11
Madhya Pradesh,REWA,REETA TRIPATHI,Bhartiya Shakti Chetna Party,3018,14,,3032,0.3,12
Madhya Pradesh,REWA,NOTA,None of the Above,2872,19,,2891,0.29,13
Madhya Pradesh,REWA,BADRI PRASAD KUSHWAHA,Akhil Bhartiya Apna Dal,2652,4,,2656,0.26,14
Madhya Pradesh,REWA,SUBHRANSHU DWIVEDI - PADARI,Kisan Party of India,2582,1,,2583,0.25,15
Madhya Pradesh,REWA,MAHENDRA KUMAR TIWARI,"Kisan Raj Party,",2421,5,,2426,0.24,16
Madhya Pradesh,REWA,DEVENDRA KUMAR MISHRA,Independent,1904,3,,1907,0.19,17
Madhya Pradesh,REWA,BRAHM DATTA MISHRA,Independent,1877,1,,1878,0.19,18
Madhya Pradesh,REWA,ARUN GAUTAM,Shri Janta Party,1670,2,,1672,0.17,19
Madhya Pradesh,REWA,SUSHIL MISHRA (SABAKE MAHARAJ),Independent,1400,1,,1401,0.14,20
Madhya Pradesh,REWA,BABULAL KOL,Adhikar Vikas Party,1321,4,,1325,0.13,21
Madhya Pradesh,REWA,CHHOTU KOL,Jan Samman party,1150,8,,1158,0.11,22
Madhya Pradesh,REWA,SANAT KUMAR,Independent,865,1,,866,0.09,23
Madhya Pradesh,REWA,RAM KALESH SAKET,Independent,826,2,,828,0.08,24
Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,Bharatiya Janata Party,645338,893,,646231,62.31,1
Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,Indian National Congress,340335,354,,340689,32.85,2
Madhya Pradesh,SAGAR,RAJKUMAR YADAV,Bahujan Samaj Party,20327,36,,20363,1.96,3
Madhya Pradesh,SAGAR,NOTA,None of the Above,8724,9,,8733,0.84,4
Madhya Pradesh,SAGAR,KAMAL KHATIK,Pragatishil Samajwadi Party (Lohia),6362,1,,6363,0.61,5
Madhya Pradesh,SAGAR,"DEVENDRA JAIN "" MILAN""",Independent,4021,3,,4024,0.39,6
Madhya Pradesh,SAGAR,"MAHENDRA SINGH PATEL ""BARUAL""",Independent,3453,1,,3454,0.33,7
Madhya Pradesh,SAGAR,KANCHHEDILAL KUSHWAH,Independent,2597,0,,2597,0.25,8
Madhya Pradesh,SAGAR,MOH. KHURRAM QURESHI,Independent,1736,0,,1736,0.17,9
Madhya Pradesh,SAGAR,VINAY SEN,Bhartiya Shakti Chetna Party,1645,0,,1645,0.16,10
Madhya Pradesh,SAGAR,RAMNARESH TIWARI (RAMJEE),Samagra Utthan Party,1336,4,,1340,0.13,11
Madhya Pradesh,SATNA,GANESH SINGH,Bharatiya Janata Party,587410,1343,,588753,52.87,1
Madhya Pradesh,SATNA,RAJARAM TRIPATHI,Indian National Congress,356973,307,,357280,32.08,2
Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,Bahujan Samaj Party,109901,60,,109961,9.87,3
Madhya Pradesh,SATNA,NAND KISHOR PRAJAPATI,Peoples Party of India (Democratic),6961,3,,6964,0.63,4
Madhya Pradesh,SATNA,BABU LAL,Independent,6805,1,,6806,0.61,5
Madhya Pradesh,SATNA,NASIR KHAN,Independent,5639,0,,5639,0.51,6
Madhya Pradesh,SATNA,MOHD. JIBRAIL,Independent,5259,0,,5259,0.47,7
Madhya Pradesh,SATNA,ASHOK VISHWAKARMA,Independent,4219,1,,4220,0.38,8
Madhya Pradesh,SATNA,VIPIN SINGH TIWARI,Smart Indians Party,3892,1,,3893,0.35,9
Madhya Pradesh,SATNA,MUNNI KRANTI,Independent,3599,1,,3600,0.32,10
Madhya Pradesh,SATNA,"MAHESH SAHU ""PAPPU""",Akhil Bharat Hindu Mahasabha,3081,0,,3081,0.28,11
Madhya Pradesh,SATNA,NOTA,None of the Above,2636,8,,2644,0.24,12
Madhya Pradesh,SATNA,SURENDRA PANDEY KUWAN,Independent,2564,0,,2564,0.23,13
Madhya Pradesh,SATNA,SHASHANK SINGH BAGHEL,Sapaks Party,2444,6,,2450,0.22,14
Madhya Pradesh,SATNA,RAM VISHWAS PAL,Rashtriya Samaj Paksha,2161,3,,2164,0.19,15
Madhya Pradesh,SATNA,RAM NIVAS SEN,Republican Party of India (A),1532,1,,1533,0.14,16
Madhya Pradesh,SATNA,MANORAJ DWIVEDI,Janata Congress,1481,1,,1482,0.13,17
Madhya Pradesh,SATNA,RAMKUSHAL KEWAT,Bhartiya Manav Samaj Party,1311,0,,1311,0.12,18
Madhya Pradesh,SATNA,MHENDRA SINGH,Bhartiya Shakti Chetna Party,1227,0,,1227,0.11,19
Madhya Pradesh,SATNA,DR. RAJENDRA TRIPATHI,Bharatiya Jan Morcha Party,1055,0,,1055,0.09,20
Madhya Pradesh,SATNA,Dr. SURESH PRASAD TRIPATHI,Independent,920,1,,921,0.08,21
Madhya Pradesh,SATNA,PHOUJI SANDIP BABA,Independent,846,3,,849,0.08,22
Madhya Pradesh,SHAHDOL,HIMADRI SINGH,Bharatiya Janata Party,746122,1855,,747977,60.43,1
Madhya Pradesh,SHAHDOL,PRAMILA SINGH,Indian National Congress,343553,1091,,344644,27.84,2
Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,Communist Party of India,33683,12,,33695,2.72,3
Madhya Pradesh,SHAHDOL,MOHDAL SINGH PAV,Bahujan Samaj Party,20547,51,,20598,1.66,4
