state/ut,PC,candidate_name,party,evm_votes,postal_votes,migrant_votes,total_votes,percent_votes,rank
Uttar Pradesh,Farrukhabad,Shri Krishna,Mazdoor Dalit Kisaan Mahila Gareeb Party (Hindustani),1667,2,,1669,0.17,9
Uttar Pradesh,Farrukhabad,Vipin Kumar Mishra,Bhartiya Shakti Chetna Party,1311,1,,1312,0.13,10
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,Bharatiya Janata Party,563715,2325,,566040,54.24,1
Uttar Pradesh,Fatehpur,SUKHDEV PRASAD VERMA,Bahujan Samaj Party,366167,1668,,367835,35.24,2
Uttar Pradesh,Fatehpur,RAKESH SACHAN,Indian National Congress,65738,339,,66077,6.33,3
Uttar Pradesh,Fatehpur,NOTA,None of the Above,14640,52,,14692,1.41,4
Uttar Pradesh,Fatehpur,BENI PRASAD,Independent,7072,4,,7076,0.68,5
Uttar Pradesh,Fatehpur,ASHOK KUMAR MISHRA,Janhit Bharat Party,5266,12,,5278,0.51,6
Uttar Pradesh,Fatehpur,JUBER AHMAD,Independent,4903,3,,4906,0.47,7
Uttar Pradesh,Fatehpur,KAMTA PRASAD,Independent,3794,2,,3796,0.36,8
Uttar Pradesh,Fatehpur,RAMKUMAR,Peoples Party of India (Democratic),2779,1,,2780,0.27,9
Uttar Pradesh,Fatehpur,MAHESH CHANDRA SAHU,Pragatishil Samajwadi Party (Lohia),2706,12,,2718,0.26,10
Uttar Pradesh,Fatehpur,RAJKUMAR LODHI,Vikas Insaf Party,2454,3,,2457,0.24,11
Uttar Pradesh,Fatehpur Sikri,RAJKUMAR CHAHAR,Bharatiya Janata Party,662794,4353,,667147,64.32,1
Uttar Pradesh,Fatehpur Sikri,RAJ BABBAR,Indian National Congress,170889,1193,,172082,16.59,2
Uttar Pradesh,Fatehpur Sikri,SHREEBHAGWAN SHARMA,Bahujan Samaj Party,167517,526,,168043,16.2,3
Uttar Pradesh,Fatehpur Sikri,NOTA,None of the Above,10664,28,,10692,1.03,4
Uttar Pradesh,Fatehpur Sikri,PURUSHOTTAM DAS (FAUZI BHAI),Independent,3415,14,,3429,0.33,5
Uttar Pradesh,Fatehpur Sikri,RAM BAHORI,Independent,3179,3,,3182,0.31,6
Uttar Pradesh,Fatehpur Sikri,NAWAB GUL CHAMAN SHERWANI,VANCHITSAMAJ INSAAF PARTY,2198,1,,2199,0.21,7
Uttar Pradesh,Fatehpur Sikri,VIJAY SINGH DHANGAR,Rashtriya Shoshit Samaj Party,1804,4,,1808,0.17,8
Uttar Pradesh,Fatehpur Sikri,NARESH KUMAR,Independent,1580,1,,1581,0.15,9
Uttar Pradesh,Fatehpur Sikri,ANIL KUMAR KUSHWAHA,Independent,1442,1,,1443,0.14,10
Uttar Pradesh,Fatehpur Sikri,PASTAR THOMSAN MASSY,Independent,1103,0,,1103,0.11,11
Uttar Pradesh,Fatehpur Sikri,MANISHA SINGH,Pragatishil Samajwadi Party (Lohia),1026,14,,1040,0.1,12
Uttar Pradesh,Fatehpur Sikri,ARTI SHARMA,Independent,994,0,,994,0.1,13
Uttar Pradesh,Fatehpur Sikri,SATYENDRA BAGHEL,Aam Janta Party (India),959,6,,965,0.09,14
Uttar Pradesh,Fatehpur Sikri,SARVESH KUMAR,Bharatiya Majdoor Janta Party,820,2,,822,0.08,15
Uttar Pradesh,Fatehpur Sikri,SADAB NOOR,Adarsh Samaj Party,620,1,,621,0.06,16
Uttar Pradesh,Firozabad,Dr. Chandra Sen Jadon,Bharatiya Janata Party,494050,1769,,495819,46.09,1
Uttar Pradesh,Firozabad,Akshay Yadav,Samajwadi Party,465686,1352,,467038,43.41,2
Uttar Pradesh,Firozabad,Shivpal Singh Yadav,Pragatishil Samajwadi Party (Lohia),91651,218,,91869,8.54,3
Uttar Pradesh,Firozabad,Upendra Singh Rajput,Bharatiya Kisan Parivartan Party,9486,17,,9503,0.88,4
Uttar Pradesh,Firozabad,NOTA,None of the Above,6659,17,,6676,0.62,5
Uttar Pradesh,Firozabad,Chaudhary Basheer,Independent,2539,6,,2545,0.24,6
Uttar Pradesh,Firozabad,Rajveer,Independent,2409,7,,2416,0.22,7
Uttar Pradesh,Gautam Buddha Nagar,Dr. MAHESH SHARMA,Bharatiya Janata Party,828164,2648,,830812,59.64,1
Uttar Pradesh,Gautam Buddha Nagar,SATVEER,Bahujan Samaj Party,493421,469,,493890,35.46,2
Uttar Pradesh,Gautam Buddha Nagar,Dr. ARVIND KUMAR SINGH,Indian National Congress,41960,117,,42077,3.02,3
Uttar Pradesh,Gautam Buddha Nagar,NOTA,None of the Above,8351,20,,8371,0.6,4
Uttar Pradesh,Gautam Buddha Nagar,ASHOK KUMAR ADHANA,Independent,3929,10,,3939,0.28,5
Uttar Pradesh,Gautam Buddha Nagar,RODASH GUPTA,Independent,2892,2,,2894,0.21,6
Uttar Pradesh,Gautam Buddha Nagar,JAGDEEP SINGH,Loktantrik Janshakti Party,2723,2,,2725,0.2,7
Uttar Pradesh,Gautam Buddha Nagar,JITENDRA SINGH,Pragatishil Samajwadi Party (Lohia),1852,10,,1862,0.13,8
Uttar Pradesh,Gautam Buddha Nagar,VINOD KUMAR NAGAR,Rashtriya Bharatiya Jan Jan Party,1360,6,,1366,0.1,9
Uttar Pradesh,Gautam Buddha Nagar,RAM PAL,Rashtriya Samaj Paksha,1291,3,,1294,0.09,10
Uttar Pradesh,Gautam Buddha Nagar,VINOD SHARMA,All Indian Rajiv Congress Party,1280,2,,1282,0.09,11
Uttar Pradesh,Gautam Buddha Nagar,SHERSINGH UPADHAYA,Rashtriya Janta Party,1260,4,,1264,0.09,12
Uttar Pradesh,Gautam Buddha Nagar,RAGHUVENDRA KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),629,2,,631,0.05,13
Uttar Pradesh,Gautam Buddha Nagar,DAYARAM,Aapki Apni Party (Peoples),543,2,,545,0.04,14
Uttar Pradesh,Ghaziabad,Vijay Kumar Singh,Bharatiya Janata Party,942576,1927,,944503,61.96,1
Uttar Pradesh,Ghaziabad,Suresh Bansal,Samajwadi Party,442615,388,,443003,29.06,2
Uttar Pradesh,Ghaziabad,Dolly Sharma,Indian National Congress,111730,214,,111944,7.34,3
Uttar Pradesh,Ghaziabad,NOTA,None of the Above,7478,17,,7495,0.49,4
Uttar Pradesh,Ghaziabad,Sewa Ram Kasana,Pragatishil Samajwadi Party (Lohia),4377,3,,4380,0.29,5
Uttar Pradesh,Ghaziabad,Sunil Nair,Rashtriya Lok Sarvadhikar  Party,3942,2,,3944,0.26,6
Uttar Pradesh,Ghaziabad,Ashok Sharma,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),2447,3,,2450,0.16,7
Uttar Pradesh,Ghaziabad,Amit Sharma,Independent,2435,0,,2435,0.16,8
Uttar Pradesh,Ghaziabad,Mohan Lal,Republican Party of India (A),1148,2,,1150,0.08,9
Uttar Pradesh,Ghaziabad,Divya Yog Maya Saraswati,Rashtriya Bharatiya Jan Jan Party,923,2,,925,0.06,10
Uttar Pradesh,Ghaziabad,Mohd. Salim Ahmed,Sabse Achchhi Party,801,3,,804,0.05,11
Uttar Pradesh,Ghaziabad,Nagendra Kumar,Shivsena,713,1,,714,0.05,12
Uttar Pradesh,Ghaziabad,Rakesh Suri,Right to Recall Party,707,2,,709,0.05,13
Uttar Pradesh,Ghazipur,AFZAL ANSARI,Bahujan Samaj Party,564144,1938,,566082,51.2,1
Uttar Pradesh,Ghazipur,MANOJ SINHA,Bharatiya Janata Party,443188,3502,,446690,40.4,2
Uttar Pradesh,Ghazipur,RAMJI,Suheldev Bharatiya Samaj Party,33868,9,,33877,3.06,3
Uttar Pradesh,Ghazipur,AJIT PRATAP KUSHAWAHA,Indian National Congress,19656,178,,19834,1.79,4
Uttar Pradesh,Ghazipur,BHANU PRAKASH PANDEY,Communist Party of India,7833,11,,7844,0.71,5
Uttar Pradesh,Ghazipur,NOTA,None of the Above,6831,40,,6871,0.62,6
Uttar Pradesh,Ghazipur,HRIDAYA NARAYAN SINGH,Independent,6219,2,,6221,0.56,7
Uttar Pradesh,Ghazipur,ISHWARI PRASAD KUSHWAHA,Communist Party of India  (Marxist-Leninist)  (Liberation),4935,11,,4946,0.45,8
Uttar Pradesh,Ghazipur,RAMPRAVESH SHARMA ALIAS RINKOO,Moulik Adhikar Party,3388,4,,3392,0.31,9
Uttar Pradesh,Ghazipur,SANTOSH KUMAR YADAV,Pragatishil Samajwadi Party (Lohia),2429,19,,2448,0.22,10
Uttar Pradesh,Ghazipur,VED PRAKASH,Nationalist Janshakti Party,2396,4,,2400,0.22,11
Uttar Pradesh,Ghazipur,RAJESH KUMAR YADAV,Pragatisheel Manav Samaj Party,1813,9,,1822,0.16,12
Uttar Pradesh,Ghazipur,Dr. RAJESH KUMAR SINGH,Bhartiya Jan Nayak Party,1226,6,,1232,0.11,13
Uttar Pradesh,Ghazipur,BRIJENDRA KUMAR VERMA,Kisan Mazdoor Sangharsh Party,1015,4,,1019,0.09,14
Uttar Pradesh,Ghazipur,BHARAT,Janta Raj Party,949,0,,949,0.09,15
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,Bahujan Samaj Party,572459,1370,,573829,50.3,1
Uttar Pradesh,Ghosi,HARINARAYAN,Bharatiya Janata Party,449212,2049,,451261,39.56,2
Uttar Pradesh,Ghosi,MAHENDRA,Suheldev Bharatiya Samaj Party,39842,18,,39860,3.49,3
Uttar Pradesh,Ghosi,BALKRISHNA,Indian National Congress,23695,117,,23812,2.09,4
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,Communist Party of India,14622,22,,14644,1.28,5
Uttar Pradesh,Ghosi,SANTOSH,Independent,6737,2,,6739,0.59,6
Uttar Pradesh,Ghosi,NOTA,None of the Above,5291,33,,5324,0.47,7
Uttar Pradesh,Ghosi,ABUSHAD,Akhand Samaj Party,4908,6,,4914,0.43,8
Uttar Pradesh,Ghosi,SHEFKAT TAKI,Peace Party,3960,0,,3960,0.35,9
Uttar Pradesh,Ghosi,RAJESH,Independent,3653,8,,3661,0.32,10
Uttar Pradesh,Ghosi,KISHAN LAL,Rashtriya Krantikari Samajwadi Party,3508,27,,3535,0.31,11
Uttar Pradesh,Ghosi,SURJEET KUMAR,Independent,2884,2,,2886,0.25,12
Uttar Pradesh,Ghosi,SURYA KUMAR,Independent,2156,3,,2159,0.19,13
Uttar Pradesh,Ghosi,PARAS,Rashtriya Jantantrik Bharat Vikas Party,1599,1,,1600,0.14,14
Uttar Pradesh,Ghosi,GEETA,Ambedkar Samaj Party,1361,6,,1367,0.12,15
Uttar Pradesh,Ghosi,PRAVEEN KUMAR SINGH,Independent,1230,0,,1230,0.11,16
Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,Bharatiya Janata Party,507276,914,,508190,55.01,1
Uttar Pradesh,Gonda,VINOD KUMAR ALIAS PANDIT SINGH,Samajwadi Party,341179,651,,341830,37,2
Uttar Pradesh,Gonda,SMT KRISHNA PATEL,Indian National Congress,25646,40,,25686,2.78,3
Uttar Pradesh,Gonda,NOTA,None of the Above,8401,17,,8418,0.91,4
Uttar Pradesh,Gonda,"QUTUBUDDIN KHAN ""DIMOND""",Pragatishil Samajwadi Party (Lohia),6210,2,,6212,0.67,5
Uttar Pradesh,Gonda,MAHESH SINGH,Independent,5475,0,,5475,0.59,6
Uttar Pradesh,Gonda,RADHEY SHYAM ALIAS PAPPU RAJBHAR,Suheldev Bharatiya Samaj Party,3854,2,,3856,0.42,7
Uttar Pradesh,Gonda,ASMAN DATT MISHRA,Bharat Prabhat Party,3732,2,,3734,0.4,8
Uttar Pradesh,Gonda,DHANI RAM CHAUDHRI,Rashtriya Jansambhavna Party,3539,1,,3540,0.38,9
Uttar Pradesh,Gonda,NARENDRA SINGH,Independent,3265,0,,3265,0.35,10
Uttar Pradesh,Gonda,MUBARAK ALI,All India Forward Bloc,2830,0,,2830,0.31,11
Uttar Pradesh,Gonda,VINOD KUMAR SINGH,Independent,2641,2,,2643,0.29,12
Uttar Pradesh,Gonda,MO. ARBI,Independent,2568,0,,2568,0.28,13
Uttar Pradesh,Gonda,HAFIZ ALI,Peace Party,2103,1,,2104,0.23,14
Uttar Pradesh,Gonda,PEER ALI KHAN,Kisan Mazdoor Sangharsh Party,1936,0,,1936,0.21,15
Uttar Pradesh,Gonda,MOHD. JAVED ANSARI,"Vishwa Manav Samaj Kalyan Parishad,",1529,0,,1529,0.17,16
Uttar Pradesh,Gorakhpur,Ravindra Shyamnarayan Shukla alias Ravi Kishan,Bharatiya Janata Party,715010,2112,,717122,60.54,1
Uttar Pradesh,Gorakhpur,Rambhual Nishad,Samajwadi Party,414340,1118,,415458,35.07,2
Uttar Pradesh,Gorakhpur,Madhusudan Tripathi,Indian National Congress,22855,117,,22972,1.94,3
Uttar Pradesh,Gorakhpur,Dr. Ashish Kumar Singh,Communist Party of India,8157,15,,8172,0.69,4
Uttar Pradesh,Gorakhpur,NOTA,None of the Above,7647,41,,7688,0.65,5
Uttar Pradesh,Gorakhpur,Abhishek Chand,Suheldev Bharatiya Samaj Party,4317,2,,4319,0.36,6
Uttar Pradesh,Gorakhpur,Shyamnarayan Yadav,Pragatishil Samajwadi Party (Lohia),2702,6,,2708,0.23,7
Uttar Pradesh,Gorakhpur,Subhash Chandra Dubey,Socialist Party (India),1982,0,,1982,0.17,8
Uttar Pradesh,Gorakhpur,Jitendra Kumar,Jwala Dal,1572,0,,1572,0.13,9
Uttar Pradesh,Gorakhpur,Jai Prakash Mishra,"Rashtrawadi Party of India,",1335,1,,1336,0.11,10
Uttar Pradesh,Gorakhpur,Awadhesh Kumar Singh,Shane Hind Fourm,1305,1,,1306,0.11,11
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,574101,1021,,575122,52.77,1
Uttar Pradesh,Hamirpur,DILIP KUMAR SINGH,Bahujan Samaj Party,325803,667,,326470,29.96,2
Uttar Pradesh,Hamirpur,PRITAM SINGH LODHI KISAAN,Indian National Congress,114376,158,,114534,10.51,3
Uttar Pradesh,Hamirpur,SANJAY KUMAR SAHU,Independent,24787,14,,24801,2.28,4
Uttar Pradesh,Hamirpur,NOTA,None of the Above,15141,14,,15155,1.39,5
Uttar Pradesh,Hamirpur,SARJOOLAL,Independent,5206,0,,5206,0.48,6
Uttar Pradesh,Hamirpur,RAJESH,Independent,4917,0,,4917,0.45,7
Uttar Pradesh,Hamirpur,ARVIND KUMAR PRAJAPATI,Pragatishil Samajwadi Party (Lohia),4247,4,,4251,0.39,8
Uttar Pradesh,Hamirpur,RAM GOPAL,Independent,4205,1,,4206,0.39,9
Uttar Pradesh,Hamirpur,ER. KEDARNATH VISHWAKARMA,Bahujan Mukti Party,2848,3,,2851,0.26,10
Uttar Pradesh,Hamirpur,SHRIRAM SINGH GAUR,Bhartiya Shakti Chetna Party,2834,1,,2835,0.26,11
Uttar Pradesh,Hamirpur,KAMTA PRASAD PRAJAPATI,Independent,2693,4,,2697,0.25,12
Uttar Pradesh,Hamirpur,KAMLESH KUMAR,Independent,2441,3,,2444,0.22,13
Uttar Pradesh,Hamirpur,MADHURAJ,Independent,2304,2,,2306,0.21,14
Uttar Pradesh,Hamirpur,SURESH CHANDRA RAJPUT,Rashtriya Kranti Party,1983,0,,1983,0.18,15
Uttar Pradesh,Hardoi,Jai Prakash,Bharatiya Janata Party,567244,899,,568143,53.72,1
Uttar Pradesh,Hardoi,Usha Verma,Samajwadi Party,434459,1210,,435669,41.2,2
Uttar Pradesh,Hardoi,Virendra Kumar,Indian National Congress,19943,29,,19972,1.89,3
Uttar Pradesh,Hardoi,NOTA,None of the Above,11003,21,,11024,1.04,4
Uttar Pradesh,Hardoi,Bhaiya Lal,Independent,7911,0,,7911,0.75,5
Uttar Pradesh,Hardoi,Shive Kumar,Independent,5043,0,,5043,0.48,6
Uttar Pradesh,Hardoi,Mahendra Pal Verma,Bahujan Awam Party,2247,6,,2253,0.21,7
Uttar Pradesh,Hardoi,Chotte Lal,Independent,2041,0,,2041,0.19,8
Uttar Pradesh,Hardoi,Sanjay Bharatiya,Pragatishil Samajwadi Party (Lohia),1801,1,,1802,0.17,9
Uttar Pradesh,Hardoi,Avdhesh Kumar,Independent,1373,0,,1373,0.13,10
Uttar Pradesh,Hardoi,Sahab Singh,Peoples Party of India (Democratic),1197,0,,1197,0.11,11
Uttar Pradesh,Hardoi,Ram Chandra,Bhartiya Krishak Dal,1130,0,,1130,0.11,12
Uttar Pradesh,Hathras,RAJVIR DILER,Bharatiya Janata Party,679799,4500,,684299,59.49,1
Uttar Pradesh,Hathras,RAMJI LAL SUMAN,Samajwadi Party,422588,1503,,424091,36.87,2
Uttar Pradesh,Hathras,TRILOKI RAM,Indian National Congress,23715,211,,23926,2.08,3
Uttar Pradesh,Hathras,NOTA,None of the Above,8542,26,,8568,0.74,4
Uttar Pradesh,Hathras,HARSWAROOP,Independent,3263,0,,3263,0.28,5
Uttar Pradesh,Hathras,RAJARAM,Lok Dal,2297,8,,2305,0.2,6
Uttar Pradesh,Hathras,BHUPENDRA KUMAR,Rashtriya Shoshit Samaj Party,1559,6,,1565,0.14,7
Uttar Pradesh,Hathras,DINESH SAI,Independent,1392,2,,1394,0.12,8
Uttar Pradesh,Hathras,TILAK SINGH,Independent,880,3,,883,0.08,9
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,579723,2040,,581763,51.49,1
Uttar Pradesh,Jalaun,AJAY SINGH (PANKAJ),Bahujan Samaj Party,422476,910,,423386,37.47,2
Uttar Pradesh,Jalaun,BRIJLAL KHABRI,Indian National Congress,89444,162,,89606,7.93,3
Uttar Pradesh,Jalaun,SHRAVAN KUMAR PAL,Rashtriya Shoshit Samaj Party,13861,33,,13894,1.23,4
Uttar Pradesh,Jalaun,NOTA,None of the Above,12493,21,,12514,1.11,5
Uttar Pradesh,Jalaun,RAMSINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),8786,6,,8792,0.78,6
Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,Bahujan Samaj Party,520046,1082,,521128,50.08,1
Uttar Pradesh,Jaunpur,KRISHNA PRATAP SINGH K.P.,Bharatiya Janata Party,439292,900,,440192,42.3,2
Uttar Pradesh,Jaunpur,DEO VRAT MISHRA,Indian National Congress,27107,78,,27185,2.61,3
Uttar Pradesh,Jaunpur,AJAY KUMAR SHARMA,Moulik Adhikar Party,6390,2,,6392,0.61,4
Uttar Pradesh,Jaunpur,SUNIL KUMAR,Rashtriya Jan Gaurav Party,5768,0,,5768,0.55,5
Uttar Pradesh,Jaunpur,BRIJESH KUMAR,Suheldev Bharatiya Samaj Party,5465,1,,5466,0.53,6
Uttar Pradesh,Jaunpur,PRADEEP KUMAR PANDEY,Independent,4924,0,,4924,0.47,7
Uttar Pradesh,Jaunpur,SHESHMANI MAURYA,Hindusthan Nirman Dal,3838,2,,3840,0.37,8
Uttar Pradesh,Jaunpur,SANGEETA DEVI,Pragatishil Samajwadi Party (Lohia),3747,5,,3752,0.36,9
Uttar Pradesh,Jaunpur,MOTIUDDIN,Rashtriya Ulama Council,2960,0,,2960,0.28,10
Uttar Pradesh,Jaunpur,VISHOK KUMAR VISHWAKARMA,Nationalist Janshakti Party,2446,1,,2447,0.24,11
Uttar Pradesh,Jaunpur,NOTA,None of the Above,2426,15,,2441,0.23,12
Uttar Pradesh,Jaunpur,RAJESH KUMAR,Rashtriya Samaj Paksha,2195,2,,2197,0.21,13
Uttar Pradesh,Jaunpur,RUKMNI DEVI,Pragatisheel Manav Samaj Party,2162,1,,2163,0.21,14
Uttar Pradesh,Jaunpur,VINOD KUMAR,Andaman & Nicobar Janta Party,2017,0,,2017,0.19,15
Uttar Pradesh,Jaunpur,SHYAMLAL,Bharat Prabhat Party,1730,1,,1731,0.17,16
Uttar Pradesh,Jaunpur,COM. ASHOK KUMAR KHARWAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1593,0,,1593,0.15,17
Uttar Pradesh,Jaunpur,ANIL,Hum Sabki Party,1432,0,,1432,0.14,18
Uttar Pradesh,Jaunpur,ASHOK KUMAR,Independent,1187,0,,1187,0.11,19
Uttar Pradesh,Jaunpur,NAVIN,Voters Party  International,945,1,,946,0.09,20
Uttar Pradesh,Jaunpur,MADHAVENDRA PUSHKAR SINGH,Independent,890,1,,891,0.09,21
Uttar Pradesh,Jhansi,Anurag Sharma,Bharatiya Janata Party,808371,901,,809272,58.61,1
Uttar Pradesh,Jhansi,Shyam Sundar Singh,Samajwadi Party,443090,499,,443589,32.12,2
Uttar Pradesh,Jhansi,Shivsharan,Indian National Congress,86080,59,,86139,6.24,3
Uttar Pradesh,Jhansi,NOTA,None of the Above,18228,11,,18239,1.32,4
Uttar Pradesh,Jhansi,Sunil Prajapati,Independent,5709,2,,5711,0.41,5
Uttar Pradesh,Jhansi,Ramgopal,Independent,3807,0,,3807,0.28,6
Uttar Pradesh,Jhansi,Gaurishankar,"Kisan Raksha Party,",3302,1,,3303,0.24,7
Uttar Pradesh,Jhansi,Jagat Vikram Singh,Pragatishil Samajwadi Party (Lohia),2696,1,,2697,0.2,8
Uttar Pradesh,Jhansi,Dilshad Ahmed Siddique,Swatantra Jantaraj Party,2263,1,,2264,0.16,9
Uttar Pradesh,Jhansi,Raja Khateek,Independent,2247,3,,2250,0.16,10
Uttar Pradesh,Jhansi,Shruti Agrawal,Bundelkhand Kranti Dal,1845,4,,1849,0.13,11
Uttar Pradesh,Jhansi,Kalpana Khard,Independent,1769,1,,1770,0.13,12
Uttar Pradesh,Kairana,Pradeep Kumar,Bharatiya Janata Party,564380,2581,,566961,50.44,1
Uttar Pradesh,Kairana,Tabassum Begum,Samajwadi Party,474339,462,,474801,42.24,2
Uttar Pradesh,Kairana,Harendra Singh Malik,Indian National Congress,69245,110,,69355,6.17,3
Uttar Pradesh,Kairana,NOTA,None of the Above,3524,18,,3542,0.32,4
Uttar Pradesh,Kairana,Harish Kumar,Independent,2128,2,,2130,0.19,5
Uttar Pradesh,Kairana,Shripal Singh,Sarvjan Lok Shakti Party,1302,2,,1304,0.12,6
Uttar Pradesh,Kairana,Mohd Saleem,Independent,1138,0,,1138,0.1,7
Uttar Pradesh,Kairana,Mukesh Devi,Mahasankalp Janta Party,932,2,,934,0.08,8
Uttar Pradesh,Kairana,Manoj Kumar,Aapki Apni Party (Peoples),908,5,,913,0.08,9
Uttar Pradesh,Kairana,Yogesh Kumar,Rashtriya Mazdoor Ekta Party,818,0,,818,0.07,10
Uttar Pradesh,Kairana,Rekha,Hindusthan Nirman Dal,615,0,,615,0.05,11
Uttar Pradesh,Kairana,Mohd Gufran Kazmi,Independent,539,1,,540,0.05,12
Uttar Pradesh,Kairana,Imran,Independent,523,1,,524,0.05,13
Uttar Pradesh,Kairana,Sheshraj,Bharatrashtra Democratic Party,472,0,,472,0.04,14
Uttar Pradesh,Kaiserganj,Brijbhusan Sharan Singh,Bharatiya Janata Party,580226,1132,,581358,59.24,1
Uttar Pradesh,Kaiserganj,Chandradev Ram Yadav,Bahujan Samaj Party,319418,339,,319757,32.58,2
Uttar Pradesh,Kaiserganj,Vinay Kumar Pandey 'Vinnu',Indian National Congress,37049,83,,37132,3.78,3
Uttar Pradesh,Kaiserganj,NOTA,None of the Above,13157,11,,13168,1.34,4
Uttar Pradesh,Kaiserganj,Umesh Kumar,Rashtriya Jan Adhikar Party (United),5898,1,,5899,0.6,5
Uttar Pradesh,Kaiserganj,Shiv Narayan,Independent,4898,0,,4898,0.5,6
Uttar Pradesh,Kaiserganj,Munni,Independent,4563,2,,4565,0.47,7
Uttar Pradesh,Kaiserganj,Chandra Prakash Pandey,Naitik Party,3114,3,,3117,0.32,8
Uttar Pradesh,Kaiserganj,Om Prakash Mishra,Independent,3085,4,,3089,0.31,9
Uttar Pradesh,Kaiserganj,Pramod Kumar,Samrat Ashok Sena Party,2214,0,,2214,0.23,10
Uttar Pradesh,Kaiserganj,Santosh,Bharat Prabhat Party,2165,1,,2166,0.22,11
Uttar Pradesh,Kaiserganj,Vajid,Aam Janta Party (India),2036,0,,2036,0.21,12
Uttar Pradesh,Kaiserganj,Dhananjay Sharma,Pragatishil Samajwadi Party (Lohia),2000,1,,2001,0.2,13
Uttar Pradesh,Kannauj,SUBRAT PATHAK,Bharatiya Janata Party,561286,1801,,563087,49.37,1
Uttar Pradesh,Kannauj,DIMPLE YADAV,Samajwadi Party,549200,1534,,550734,48.29,2
Uttar Pradesh,Kannauj,NOTA,None of the Above,8142,23,,8165,0.72,3
Uttar Pradesh,Kannauj,ANAND VIKRAM SINGH,Shivsena,4905,17,,4922,0.43,4
Uttar Pradesh,Kannauj,SUNIL BHARTI,Independent,4143,0,,4143,0.36,5
Uttar Pradesh,Kannauj,PRATYUSH PATHAK,Independent,3881,2,,3883,0.34,6
Uttar Pradesh,Kannauj,SUBHASH CHANDRA DOHRE,All India Forward Bloc,1337,0,,1337,0.12,7
Uttar Pradesh,Kannauj,SANJEEV KUMAR,Rashtriya Samaj Paksha,1200,3,,1203,0.11,8
Uttar Pradesh,Kannauj,ANKIT SINGH,Independent,1159,4,,1163,0.1,9
Uttar Pradesh,Kannauj,RAMA DEVI,Bhartiya Vanchitsamaj Party,972,12,,984,0.09,10
Uttar Pradesh,Kannauj,SATYA RAM,Rashtriya Kranti Party,875,0,,875,0.08,11
Uttar Pradesh,Kanpur,Satyadev Pachauri,Bharatiya Janata Party,466442,2495,,468937,55.63,1
Uttar Pradesh,Kanpur,Sriprakash Jaiswal,Indian National Congress,311409,1594,,313003,37.13,2
Uttar Pradesh,Kanpur,Ram Kumar,Samajwadi Party,47703,572,,48275,5.73,3
Uttar Pradesh,Kanpur,NOTA,None of the Above,4007,50,,4057,0.48,4
Uttar Pradesh,Kanpur,Alok Kumar,Sabhi Jan Party,1883,2,,1885,0.22,5
Uttar Pradesh,Kanpur,Poonam Shukla,Bhartiya Shakti Chetna Party,1116,14,,1130,0.13,6
Uttar Pradesh,Kanpur,Ram Gopal Uttam,Independent,1077,1,,1078,0.13,7
Uttar Pradesh,Kanpur,Shivam Kushwaha,Independent,997,1,,998,0.12,8
Uttar Pradesh,Kanpur,Javed Mohammad Khan,Independent,694,2,,696,0.08,9
Uttar Pradesh,Kanpur,Chandra Bhan Sankhwar,Independent,592,3,,595,0.07,10
Uttar Pradesh,Kanpur,Balveer Singh Chandel,Shivsena,589,2,,591,0.07,11
Uttar Pradesh,Kanpur,Dilshad Ahmad,Independent,580,0,,580,0.07,12
Uttar Pradesh,Kanpur,Triveni Narayan Jaiswal,Independent,486,0,,486,0.06,13
Uttar Pradesh,Kanpur,Reena Urf Renu,Saaf Party,364,3,,367,0.04,14
Uttar Pradesh,Kanpur,Mukti Yadav,Bharatiya Rashtriya Morcha,314,2,,316,0.04,15
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,Bharatiya Janata Party,381517,1492,,383009,39.31,1
Uttar Pradesh,Kaushambi,INDRAJEET SAROJ,Samajwadi Party,343274,1013,,344287,35.33,2
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR PASI,Jansatta Dal Loktantrik,156269,137,,156406,16.05,3
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,Independent,26954,13,,26967,2.77,4
Uttar Pradesh,Kaushambi,GIRISH PASI,Indian National Congress,16384,58,,16442,1.69,5
Uttar Pradesh,Kaushambi,NOTA,None of the Above,14751,18,,14769,1.52,6
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,Independent,8009,2,,8011,0.82,7
Uttar Pradesh,Kaushambi,BACHACHA LAL,Bhartiya Shakti Chetna Party,6206,5,,6211,0.64,8
